z_frac,e
0.1,1.225940989006764
0.15000000000000002,1.1986668292978533
0.2,1.180425779236121
0.25,1.1677081073731383
0.30000000000000004,1.1587372012193646
0.35,1.152500594071944
0.4,1.1483929476336567
0.45000000000000007,1.1460551525295044
0.5,1.1452959369166313
0.55,1.1460551525295066
0.6,1.1483929476336594
0.65,1.1525005940719233
0.7000000000000001,1.1587372012193384
0.75,1.1677081073731113
0.8,1.1804257792361368
0.85,1.1986668292979026
0.9,1.2259409890065567
